symbol,tradePrice
2201,41.4
TERRNT.B,2.76
PAG,66.29
207,0.5
SG,22.45
MEG,6.62
179,23.4
000540A,3900.0
300076,4.58
002838,22.88
MFT,14.32
1417,1702.0
002771,10.26
EPR,49.5
002851,33.15
002352,103.81
00731,50.75
000993,5.95
FRE,10.55
000501,11.29
000701,4.7
300492,51.0
4346,1073.0
238200A,19950.0
ONEX,70.5
218150A,4450.0
300214,8.27
00733,29.25
2809,38.8
ALTA,36.46
2875,4585.0
IRR,3.04
USD,12.14
1379,2100.0
TEP,12.3
MUI,14.7
1052,5.37
UIMM,104.74
300551,25.86
GSF,81.95
300663,18.83
002481,12.92
ZEO,0.074
2484,24.2
000728,8.07
4574,1298.0
1357,415.0
CLDX,27.71
300180,6.23
002461,10.21
002872,4.19
300091,3.78
002259,3.62
206650A,17700.0
MTRN,52.29
2120,425.0
2826,136.4
XACT BULL,547.8
1959,3425.0
4722,1809.0
2535,26.25
MDC,2.94
MCOV.B,194.6
300637,8.48
ALK,66.52
058850A,2755.0
300068,12.11
2032,14.7
ESPO,75.1
002316,3.25
AMP,1.375
2708,4.58
9997,11.72
C,66.74
KTKBANK,70.75
RMS,1.33
AQUA,24.57
002685,4.06
002726,11.49
TM,63.5
4956,21.45
300286,13.34
CNTT.Q,0.71
TEP,274.0
002801,35.18
300415,16.25
2028,24.75
BCP,28.5
8804,1580.0
BWG,12.51
300236,43.3
BOUVET,680.0
RLE,0.083
GHC,4.7
002199,6.06
PFBI,15.47
NAS,38.85
600312,6.52
002102,1.75
047560A,9010.0
A,122.42
CTT,2.52
1822,3685.0
600662,8.3
8011,22.4
GBR,5.75
FF,15.17
1609,8.2
AR,2.27
300080,4.74
BSL,1.05
SNAP,70.45
IMKTA,51.37
T,29.18
FOXT,0.626
MORN,229.03
DIG,116.53
VGIT,68.45
300466,5.33
IDRA,4.3
ULKER,20.52
002458,10.78
190,7.6
GOVT,26.615
VOE,33.09
601016,3.6
RSG,88.96
SPNE,19.27
FAT,8.04
039010A,9330.0
1757,79.0
002845,25.96
IRE,9.18
002957,19.08
3902,2067.0
123,1.67
9983,6.86
EBS,27.73
7746,200.0
272210A,19150.0
SPVIGAKL,129.2
EML,4.98
002850,72.3
300627,22.19
ORE,4.92
VSMV,34.3606
002121,3.9
AJ,19.2
2020,68.4
RC,13.1
002196,7.18
002792,16.43
600657,3.88
002001,41.94
IYW,88.72
002815,12.79
603118,9.25
2315,56.0
GBF,122.005
6055,17.98
GDI,42.75
1712,836.0
6277,88.9
ADE,50.0
3969,2206.0
6541,54.3
000999,26.3
RXL,15.68
1302,4.09
ALBO,36.78
VGM,12.87
2379,3065.0
000563,3.4
134790A,61500.0
FIRE,850.0
1840,173.0
2488,792.0
MRGYO,2.89
300540,17.3
300498,18.2
JMBS,53.37
27,74.9
XGRO,23.98
300235,11.38
MHH,16.2
BN,57.96
NDA,73.02
FAS,82.18
6505,100.5
056080A,4750.0
2349,10.45
002959,84.39
004020A,39850.0
FMF,2.61
3690,1305.0
294140A,8560.0
6473,1139.0
002301,11.42
300623,41.22
300306,8.71
000990,13.01
SPYD,37.51
ERF,6.45
002819,34.65
000555,14.19
300316,38.35
2915,73.8
2752,1322.0
300367,3.18
IMPC,1495.0
PLUS,89.64
2010,13.7
300192,15.36
002658,5.35
531162,468.9
002214,25.7
SQZ,1.194
BDRILL,10.72
2053,1406.0
ALPHA,0.7718
CSTE,13.17
300767,78.64
PNN,0.42
1615,146.0
VALN,202.0
HOFV,2.31
SHB,6.52
BG,42.96
RSX,25.18
7476,13790.0
002162,4.21
PIE,3.12
002753,8.23
159969,1.759
002695,22.49
DKIMOB,103.05
002820,10.32
LUPE,273.5
012860A,2600.0
TCS,15.4
MILN,40.92
2163,13.3
GPI,0.0194
300001,30.09
300087,31.52
1373,2.79
DEVA,29.98
1434,605.0
603232,19.65
9325,942.0
002351,15.9
ABX,25.35
002444,34.42
ML,3.17
000886,4.66
LAND,18.08
FLT,1.88
002785,19.11
SCPA,2.16
UPRO,84.62
FAS,4.255
2380,8.41
1865,0.9
MG,7.73
DISCA,52.95
002044,16.63
LOWC,119.02
LYKO.A,282.0
010130A,415500.0
AB,15.62
000687,1.71
064260A,7720.0
000858,293.08
1387,2.41
2174,770.0
002383,5.85
STC,4.2
1808,1360.0
300075,10.14
300303,5.29
CAP,10399.0
002971,18.68
IFN,20.98
300407,6.9
BOL,8.45
VUS,74.92
300099,6.96
1963,4.97
AVV,35.06
300283,5.52
EVM,11.37
IAT,55.9
SPIE,18.69
300012,26.73
300201,2.89
1873,330.0
1343,2122.0
2502,4684.0
MAP,1.553
IFRA,32.35
SLF,62.59
CAR,19.11
000607,3.88
INF,0.175
NI,22.61
002228,3.91
002128,9.77
NEXI,15.11
002112,7.0
BHAT,615.0
COTN,216.5
347890A,21800.0
BRAIN,10.24
002928,16.5
ENTEL,4910.0
002613,3.34
CHE.UN,7.19
2007,9.21
TCAP,32.25
300247,2.93
000537,5.72
AGI,1.0
6317,1489.0
169106,1.066
SGC,22.83
000031,4.12
ISGSY,24.5
1H3,0.164
RCII,54.17
USEG,4.9
002513,3.92
CANE,7.66
BDSI,4.225
XGSG,28.455
065950A,4420.0
300064,3.02
2531,1515.0
RCON,2.28
002110,6.71
000930,9.3
4930,19.6
ADI,2.91
150840A,2135.0
HHFA,20.85
EQT,17.65
ZMICO,2.22
SLDB,9.74
AGL,5.455
AMG,143.23
EDF,10.06
000890,4.3
2281,3270.0
1112,31.55
CDC,58.1473
002796,11.83
200869,14.65
FDM,9.7
UNVR,21.5
ACR,8.22
JMT,40.5
LIVEPOL1,64.81
000158,5.63
600368,3.43
ALSO3,25.11
000615,12.35
GENC,13.96
1622,2.75
000933,9.09
ALX,273.97
098660A,2550.0
PCVX,24.12
000587,1.38
WSP,4.05
000100,8.7
FPI,2.67
2241,59.9
2784,2128.0
CUF.UN,8.74
DOW,62.12
3826,657.0
USAK,13.67
300229,9.88
BID,0.97
1717,12.08
MGRC,78.53
000923,26.72
073490A,47050.0
3360,5890.0
LB,33.33
EXV4,86.84
GPRK,16.65
ASUR,7.87
1762,2086.0
1337,8.88
215,1.32
TIP,7.02
1F3,0.22
2515,8.96
002870,21.71
ARAV,7.02
XTN,82.03
ET,7.72
002353,44.01
GNE,3.42
6366,426.0
000750,4.75
603939,92.55
AQUA,0.48
XLY,0.365
060560A,930.0
159936,2.02
VTC,90.96
000595,1.92
MTL,10.0
8841,783.0
8113,4441.0
NTML,65.52
002469,6.6
257,4.57
2193,305.0
AVEM,67.59
DAI,65.84
002392,4.43
300435,11.69
200488,5.78
2610,12.05
CFX,44.89
3360,8.18
002123,17.44
00757,49.0
603586,14.67
AGL,0.87
000589,7.75
CLI,14.96
CAL,15.56
000564,1.83
SOHO,3.68
9099,1787.0
IMOM,35.57
1514,24.35
000023,16.66
AVNS,44.47
HPI,3.0
TREX,91.16
1541,3950.0
PAR,85.01
ANA,134.4
SCHO,635.0
002373,16.8
IVC,11.28
002436,8.95
002544,13.52
007540A,51600.0
DTF,14.22
002510,4.23
LEONIA,103.892
515130,1.535
BC,90.6
45,7.82
LPI,36.92
123700A,3945.0
300381,9.91
002946,19.85
713,0.94
2309,1651.0
002079,8.72
MC,52.99
TUB,1.39
4819,4110.0
002648,42.62
002067,4.12
DSY,174.9
CNP,14.63
MUR,16.23
500696,2178.0
EXPR,2.31
002580,5.48
000514,3.47
300117,3.56
300218,10.69
ZEO,35.11
6135,3965.0
002439,29.16
SMOG,165.68
CEF,24.17
FP,38.975
300493,6.45
300426,6.33
600318,8.24
159996,1.378
IEFA,72.29
300491,13.29
PRCL,5.14
006205,40.57
ATRY,9.26
2160,1886.0
002230,51.21
12,33.75
002045,9.0
300516,26.37
TH,2.01
1569,2334.0
TCS,2948.1
002759,17.95
ALB,39.6
300469,10.71
6379,1170.0
1219,20.0
1968,2646.0
NICE,0.215
NRP,17.39
2009,1.59
300097,8.89
3547,2016.0
BBUS,71.5
HGT,3.25
002317,8.52
000410,3.54
002891,50.79
GJF,202.0
2352,1694.0
300584,19.1
ARI,13.03
8028,54.0
1055,5.73
600120,5.69
300856,53.19
GDOT,49.8
1898,886.0
002864,23.22
MFT,67.9
000928,4.94
1313,9.38
419,0.6
002505,2.54
SBO,56.7
RYB,3.33
CTEK,2.4
3451,124600.0
H,27.18
002881,18.27
002831,31.31
DAX,31.26
PCI,1.035
8342,2450.0
SIBN,31.7
1609,20.0
5288,131.0
MDP,7.6
BIOF,7.38
300520,17.08
CYB,51.8
CEM,8.22
VYM,96.94
VET,57.6
GROW,7.24
1966,899.0
006280A,366000.0
LTC,41.32
300565,14.1
GGG,0.15
8491,0.092
1726,656.0
API,1.115
PPT,31.81
300295,10.44
CIB,0.234
002039,14.14
000948,9.2
2454,940.0
1448,811.0
2231,3.09
1877,72.15
SML,4.28
CLS,10.61
065680A,25600.0
1138,3.38
300535,13.22
000156,8.62
RSLV,1.13
SYNC,2.57
1711,538.0
1600,7.17
NENTB,383.8
GSF,1.04
1283,1.56
WHA,13.52
334890A,4875.0
GDI,1.07
ASPN,23.8
000042,8.8
ABIO,40.5
000913,23.38
AGM,0.39
187420A,7700.0
SHV,110.52
AOJ P,688.0
1134,1.92
002005,1.13
BETSB,68.1
002244,4.62
000402,6.1
SU,26.34
9928,6.59
2104,26.1
002546,3.76
SAVP,0.193
300527,8.33
300315,5.84
WAF,138.9
300340,10.34
EQT,0.01955
CSGP,866.98
2605,19.5
2374,901.0
1963,1371.0
002239,3.6
ICAD,17.19
002420,4.47
300073,49.1
HLF,45.54
1088,14.88
300041,14.04
TAH,4.48
002387,10.0
AFG,2.8
3040,1751.0
002686,5.32
PSDTC,29.68
2151,1230.0
7226,1568.0
300132,18.22
002120,17.54
PSHG,6.36
NVG,2.832
ECL,830.0
002248,5.05
FFWD,0.12875
AIRASIA,0.905
7638,1203.0
039490A,131500.0
2718,0.79
ADP,107.5
1133,2.24
2380,1.74
002521,6.21
ALVTX,4.02
SFST,43.79
U96,1.66
002570,5.08
MRDS,1.19
NWSA,23.43
SFL,0.948
ONEM,54.29
BLDN,1.595
TRP,55.89
002698,13.63
1591,17320.0
603773,25.28
6541,5330.0
3692,2099.0
KOF,36.75
002198,5.26
1104,21.65
000789,13.79
WRTC,5.6
300228,5.91
A3M,3.36
TEN,541.0
MN,0.71
2163,871.0
EPP,51.66
300608,11.49
ATOM,31.14
002833,51.8
159997,1.243
002282,10.48
2886,29.3
AFI,3.89
STOR,34.15
LLB,50.5
601166,25.71
6098,67.0
1918,30.15
BPT,1.645
BCE,10.075
151910A,6710.0
NEA,2.38
RCL,24.3
1458,9.2
300035,11.19
IVR,3.82
600178,6.48
000019,6.68
NQP,14.02
2186,5.28
VLT,13.68
CCC,29.1
002527,5.61
300182,3.4
1821,457.0
DESN,202.0
002415,56.06
DIC,14.74
002153,36.97
MDKA,2680.0
DRV,8.3601
300139,9.5
1604,26.8
002866,13.97
300224,13.39
4571,325.0
3979,3355.0
LB,51.08
012330A,310000.0
ACI,16.25
002902,11.77
LTI,1352.5
HRI,22.15
1919,8.81
1719,776.0
BATT,17.33
300170,7.39
300465,8.99
168,67.65
300101,16.52
ARCH,56.51
PWOD,23.95
ACR,12.35
4043,2716.0
ALPEKA,17.94
300445,12.17
002691,3.98
000752,3.85
688078,24.47
DELL,80.56
1447,464.0
HPR,10.57
AMS,2.335
TERRA 13,27.72
SDY,0.654
IRE,2.098
000050,15.78
6235,2606.0
2460,26.7
ETLK,11.158
CBG,135.5
INL,40.47
AITX,0.1455
ASC,4.12
002478,4.12
CCOR,27.92
WEW,31.91
1257,3.35
AIR,42.0
KIMBERA,33.6
SAGA,3.77
BB,13.08
510150,10.054
GCAP,0.905
002488,8.06
694,6.23
PHO,112.8
CRN,1.215
1443,322.0
300322,11.18
002398,8.25
ITMR,2.548
2148,1822.0
CSX,91.69
BBN,24.83
600247,0.65
300113,15.1
LINK,47.0
SPXS,34.54
VIGI,83.9
000663,4.2
2472,81.0
2664,2892.0
KAR,1.14
002369,4.97
2209,2471.0
002127,11.31
002178,2.91
FLDR,50.9
300503,12.38
002188,2.64
MTRX,73.67
1568,27.4
300578,34.34
GEAR,23.28
000850,3.81
1413,2113.0
002204,3.62
002516,3.27
ARGT,30.38
044380A,973.0
603876,12.57
PSR,91.4136
3421,1408.0
CARA,34.8
TNG,2.48
002339,6.01
CHDRAUIB,29.4
300215,6.03
1737,32.9
SBIO,52.11
ULH,24.21
VNO,42.85
002466,46.89
002376,10.09
SOL,29.6
1304,21.65
NATO,535.0
SPYD,51.92
035600A,18150.0
FNM,193.6
TCP,25.94
VIS,1.41
HBLK,22.91
ORI,20.22
8154,2332.0
VCTR,75.65
000710,41.61
034810A,11600.0
9685,695.0
300542,12.23
VIVO,0.21
ABT,8.2
VOLT,46.875
GSRAY,4.09
1671,1230.0
F3C,28.6
000686,8.94
6869,10.52
7741,12415.0
002988,14.05
002666,4.79
169101,2.566
300205,8.12
8341,1439.0
300213,6.53
SUN,5.05
165,10.16
CRI,21.85
CRBN,155.67
KOLD,32.72
VNT,33.25
RTX,73.99
SPALI,20.0
300570,14.64
GCB,2.66
CON,1260.0
009290A,8660.0
AI,129.3
002813,24.14
4767,307.0
1326,85.9
300108,3.13
3580,982.0
GLW,37.65
VER,64.45
AVA,0.57
002485,4.41
000680,4.18
BCC,8900.0
NAFTRAC ISHRS,45.24
002474,5.23
NPF,1.45
TFBANK,114.0
2001,1614.0
TSKB,1.74
BLL,86.51
RMM,17.81
INRN,3025.0
4766,161.0
3543,1945.0
002917,8.94
AMA,0.68
ADDT B,120.0
002602,6.47
NH,450.15
2436,47.75
002886,24.51
SKX,37.41
COGT,8.39
CMCSA,53.34
PRO,0.2335
UJO,0.00169
2461,396.0
PINK,3.7
300480,15.65
300494,12.58
1409,13.95
038110A,2050.0
HOME,24.35
MTH,82.31
GNRS,10.38
002738,27.7
GLDD,15.25
2491,3010.0
2871,2778.0
HLF,12.0
EQT,237.4
000598,5.03
BOL,339.0
RDFN,90.7
054410A,7060.0
PKI,38.54
200429,4.44
ECH,32.63
002603,23.24
VIS,178.43
OMI,25.43
KBA,49.59
GCEH,0.4375
AUB,37.57
031820A,1465.0
DATA,11.9
CTIC,3.2
TGR,0.915
PORT,0.909
002827,11.19
HRC,106.56
COR,118.73
267,6.71
EELV,23.04
000958,4.13
3005,51.1
4967,10460.0
002385,10.12
300221,7.88
ABG,121.1
3309,85400.0
AUB,0.74
KNX,43.38
1885,2272.0
MSGE,96.25
2317,1878.0
2552,5.05
CPG,14.935
300403,6.18
PRF,143.61
BG,77.41
AMOT,17.7
603167,8.86
002476,3.88
NH,4.17
SPG,2.28
TXG,15.62
002926,10.23
4837,308.0
KWM,3.64
BEN,27.07
NTGR,10.35
CSB,57.2954
000157,13.72
300589,24.32
THG,117.01
INOX,0.64
EA,63.75
8923,1012.0
W,0.21
FCRD,4.01
ESE,105.83
BEM,8.0
002584,5.55
9911,5.77
MRIN,2.12
002237,13.11
PD,29.45
ALTHX,10.5
VRS,0.44
CSL,148.36
SPG,27.27
300210,4.09
MGP,33.22
2351,88.3
300024,12.06
INFO,89.46
10,19.66
TRSY,112.37
7309,24310.0
FXC,102.265
SDP,6.47
EV,73.51
159805,1.079
1141,0.173
014940A,2630.0
ICEAIR,1.49
1798,1.73
002270,5.02
REAL,24.825
FKRAFT,64.0
1252,6.25
300513,9.27
2302,21.2
300095,9.62
COE,24.88
GOOD,18.94
FINTEC,0.07
300442,45.23
GPM,6.87
007660A,3385.0
2308,294.0
AAL,20.66
SOT.UN,4.31
SBS,117.2
SMH,242.23
BOL,4.03
1926,1628.0
DBAW,32.3
2478,85.9
3481,16.6
002583,5.71
NDA,76.43
MTC,3.44
SAXG,0.406
ABT,120.8
300009,15.23
300109,10.81
603192,23.43
1895,1.82
2838,10.65
8522,2881.0
9887,3720.0
SPR,43.35
AAG,14.7
002842,10.62
S0596,14.1
002606,6.45
002730,14.2
BNTAS,4.99
FOCUSP,0.895
SMBK,21.43
002361,5.04
FCC,9.88
002453,5.51
AC,35.11
ALAFCO,0.199
COLB,46.52
AAA,50.08
4426,27.7
DLOC,0.0485
002409,59.16
2593,6130.0
AH,19.3
BSX,0.49
NGU,54.8
603016,28.49
MRK,137.0
002382,22.82
300140,5.89
002797,8.05
054780A,14050.0
8960,150700.0
300098,3.31
000759,5.61
NG,11.38
2609,27.9
VOLT,2.98
300573,103.22
PYR,10.18
AYLA,18.17
ARG,86.4
011040A,9500.0
ROBO,86.64
2134,48.0
000544,6.26
009540A,109000.0
SWM,46.14
NEM,53.0
BLD,5.11
2323,8.33
TDTT,26.29
ALX,5.67
SIM,755.0
4935,104.0
1436,1222.0
CTS,31.24
300181,6.03
9945,41.45
600222,5.37
2501,2283.0
QUAL,118.62
9755,1259.0
300378,26.01
00677U,3.35
000540,2.87
SUES,6.2475
3480,3365.0
RMRM,12.24
1316,10.58
1503,49.6
TRAXIONA,25.82
TNET,83.83
FLOW,34.4
HAS,91.38
002379,2.98
2030,13.95
ARL,22.32
002615,4.08
PFC,30.28
000590,7.67
002978,50.54
SKIN,46.2
270,13.28
SEYKM,40.48
MLTM,876.0
X,18.14
2233,94.7
300475,11.93
16,121.0
000708,31.51
PSTI,6.48
BSE,13.9
2768,3.0
8150,1955.0
TLRD,3.652
054540A,4850.0
AUTO,3.73
DHG,4.5
300168,19.11
3323,11.94
002049,111.76
300270,5.25
1476,2030.0
300375,3.99
002223,28.85
099320A,64900.0
033660A,10400.0
006206,41.47
CWEB,92.19
CPX,0.1065
FREIGHT,1.28
002318,13.04
1171,7.1
000516,10.93
2415,44.0
1361,1.75
BBY,115.5
EUN1,32.465
1999,18.9
3632,576.0
1952,2180.0
LNZ,118.4
WM,109.92
2680,0.68
2247,239.0
300620,37.1
000802,5.84
ITP,0.88
300360,8.31
3541,604.0
MHRIL,231.1
NID,13.85
2450,33.0
ING,3.69
2497,1290.0
300079,4.08
PFD,0.92
1701,22.7
002692,2.79
MTU,1.475
SNN,22.0
RDI,7.23
CPS,36.53
HIK,24.17
MOGU,2.4
3962,3225.0
2521,1344.0
000801,5.59
SNG,31.55
SJNK,27.23
PAAL B,266.5
AIR,0.7
MOL,38.5
002991,83.2
BKW,18.74
CHR,4.04
ROLL,194.8
300174,16.74
2449,39.0
NX,24.68
TZA,4.53
8137,0.57
000931,7.7
RENE,1.125
300556,18.18
RGLD,106.91
STLC,23.72
EITA,0.96
KSM.F69,26.24
300324,3.52
002375,8.63
MGU,20.86
002727,42.18
HEU,13.867
EKT,56.0
109740A,6520.0
BCI,32049.0
SO,11.3
CASS,4.584
ECRP,0.0345
2178,433.0
IBDM,24.88
603871,21.21
300587,13.94
VIE,52.89
ARTNA,38.08
002816,21.99
AT1,5.984
SPK,4.66
PPS,0.825
2207,1513.0
300621,8.02
006340A,1440.0
000636,31.82
600201,21.83
EOS,4.79
017510A,4290.0
ITIC,161.0
BA,212.12
2594,2146.0
CFX,9.33
002628,3.65
3001,1415.0
500055,46.5
CPF,22.63
AGCO,126.11
1941,2194.0
MEGACPO,73.3
002141,2.3
1325,77.8
GLO,2.1
STM,32.71
FRU,6.99
159960,1.086
TWM,15.26
NUAG,6.46
ECF,15.02
MN,7.55
DFS,95.3
BIOA.B,92.75
L,50.45
ESI,1.19
FREN,69.0
600113,6.07
3393,2.6
ALV,90.32
9934,2607.0
002550,3.88
TPW,8.21
BRWM,6.0
1597,111.0
3680,600.0
2587,3740.0
002194,13.04
2198,3.36
ZUMZ,46.78
500670,257.25
SHIP,0.451
ELF,812.0
SMIN,15.22
533179,1661.2
FCL,70.45
SCR,37.66
MOH,225.14
MTC,66.0
AGM,83.41
1579,115.0
539978,736.75
BRNA,1.705
APLLTD,882.6
189,5.53
000553,8.65
2542,44.55
000333,95.02
BOOM,64.69
HBB,50.02
HCG,32.22
2715,971.0
1366,1085.0
VEON,1.76
ITD,1.11
BKN,16.88
HON,205.04
2377,156.0
2060,895.0
510850,3.873
SMT,4.0
FIZZ,48.39
5243,66.0
00665L,28.41
1979,2905.0
002418,1.59
NTES,120.25
600960,3.61
ACE,3.64
6563,1061.0
WWW,35.85
005740A,9020.0
TNP,4.22
WDIV,16.27
AEF,1.17
PCAR,93.33
GDPMQ,10.65
ALPHA,3.52
2878,0.385
3543,30.9
LND,0.315
ALTR,6.18
SBER,269.79
002795,12.27
FRE,35.43
IBREALEST,83.15
000619,5.63
000938,21.91
III,3.66
002503,1.79
120030A,108500.0
002810,54.94
ZPLA,347.5
00830,27.01
THD,178200.0
IWL,92.9872
000732,3.25
1299,101.4
MNOV,5.72
000678,4.72
002770,1.82
3320,1277.0
300029,4.93
HUM,1.08
2492,271.5
CENX,13.71
BBCA,33625.0
SRG,19.05
GPK,16.02
ODL,21.1
002042,4.86
1716,1323.0
VRTA11,116.0
002635,15.56
002207,5.59
000837,6.94
JMIA,48.71
300436,37.45
002788,7.48
J,116.23
6277,6300.0
MCY,6.14
SHC,15.446
COLL,25.05
1071,2.1
CEN,6.77
GLD,169.12
4551,3080.0
2002,1748.0
SZU,13.28
ACA,65.29
AR,8.92
TPE,25.15
300230,4.34
ASA,20.26
300484,12.26
3048,23.6
097950A,408500.0
002073,4.35
1165,0.245
IDEX,3.035
6592,81.6
5985,477.0
2855,20.7
AI,0.121
1547,4410.0
2884,25.35
CLNKB,296.5
1313,17.7
PNL,3.51
002786,5.99
105840A,3880.0
159806,2.018
2048,6.8
AGR,0.765
7874,1311.0
2305,2104.0
9008,8340.0
1102,43.0
CHG,2.6
300346,31.05
TDEX,0.225
GROW,8.52
002053,7.01
ETX,0.2335
1728,0.85
TIP,28.75
000885,9.34
2633,30.65
LLY,202.48
605199,19.6
002262,14.44
603368,21.53
VLY,12.54
2398,923.0
LMAT,47.19
REC,17.5
6282,29.3
002054,10.94
TKG,41.52
ITM,27.55
003350A,36600.0
300069,13.89
AUCHAH,72.3
CHNG,23.21
1672,3.06
BCO,80.86
THC,51.3
DUST,83.7
002965,32.52
9995,500.0
2702,5230.0
300291,4.85
8630,4089.0
300160,6.85
PHR,0.125
EGCO,170.5
300450,83.3
1482,2389.0
VAC,12.35
ROK,245.41
FFC,22.05
FTEK,3.74
002363,5.5
PKO,25.79
2439,136.0
DOM,115.75
300038,2.7
000981,2.22
000404,4.25
CWK,34.9
159813,1.168
CWK,17.1
PEO,14.03
CGO,16.18
FLS,254.0
BAR,20.51
000613,4.04
PVR,1393.25
ROBO,66.9
REG,1.97
2059,319.5
GCO,46.95
LOUP,59.59
000655,7.5
8114,1797.0
300130,9.8
2915,1958.0
TTSH,6.41
600481,4.62
002440,11.2
SW,21.87
3918,1264.0
002693,3.82
CAPC,1.81
NEA,14.32
300626,7.62
CTC,169.53
SECTB,671.0
EVR,5.648
000829,5.96
IHC,38.18
PSN,39.79
AGH,0.53
IOO,65.25
000005,2.14
NEXT,2.19
NEU,393.9
2706,1460.0
102,0.9
BIB,95.64
3148,3345.0
CAT,220.18
002031,1.76
535,1.11
BHQ,1.65
002591,5.19
6504,169.5
ESPO,45.055
300479,11.07
TEUM,0.536
SPB,80.94
TRP,0.0039
NRC,17.16
2777,9.95
300332,4.57
TRN,32.19
ANP,0.17
6862,66.7
6201,9330.0
2233,1.27
000632,3.41
603887,15.95
1568,22670.0
SYF,0.335
AN,76.99
SFY,60.68
DIB,20.05
IXJ,75.98
159993,1.156
300034,28.5
EA,141.17
000786,47.94
002587,4.44
510360,1.835
HEAL,10.545
1910,14.6
001979,12.61
300312,5.44
CFA,1.088
MEDCL,11.8
8150,37.0
MDF,14.2
TASCO,20.7
SAP,103.22
006050A,2670.0
AMOT,48.49
PLAN,77.54
1971,4.42
VEC,56.75
002475,47.6
300225,23.92
SYIADKK,274.3
CLIG,4.82
291,62.2
VLID3,8.13
002637,13.7
3656,873.0
XCAD,64.435
00635U,24.4
TGI,14.49
ARD,0.073
068790A,8400.0
ACE,41.15
VIH1,29.7
HPI,19.08
2319,44.45
2327,612.0
002462,13.68
3036,1572.0
6340,3395.0
ABT,19.02
3048,1183.0
3031,16.05
LOV,6.33
002958,4.63
LCTX,2.57
002348,1.93
IG,26.5112
002465,9.38
000780,3.81
CTVA,46.43
9969,19.48
2229,2892.0
688055,6.99
HELX,46.93
EMBRAC B,231.5
SIC,9.08
1552,5290.0
300359,5.91
6620,1054.0
ALNOX,0.457
8410,241.0
000546,7.18
CHUC,0.0082
2925,3460.0
002712,4.41
CPSI,30.26
TBIO,22.9
DVYE,39.2
MDLZ,54.8
300304,4.73
9433,3375.0
2357,300.5
OLT,170.0
000550,22.38
7717,5590.0
ILF,28.12
300580,18.19
002216,27.23
6605,61.1
2406,21.7
DNB,23.64
AEF,6.45
SNGS,33.59
3645,963.0
BCPT,0.1198
2354,698.0
6504,4530.0
002778,22.23
CEL,12.8
SCHP,53.2
002019,21.28
ZUH,73.78
ORA,12.79
600800,5.35
300351,9.06
KINDSDB,130.8
2612,33.45
300595,107.79
MNST,88.32
GSY,50.56
2138,7.6
300554,17.65
GHLSYS,1.73
002748,5.63
603595,22.27
1561,2.35
GLUU,12.55
300496,125.98
002515,4.87
300194,4.39
HTHT,57.24
300358,12.04
PFG,2.882
PL,11.03
300404,11.01
2505,37.0
CEMEX CPO,13.29
002734,14.03
2388,52.0
FNX,92.44
COKE,262.21
CARA,19.69
1227,56.6
688399,169.25
000151,7.53
TFI,1.39
KIE,0.872
300329,6.17
6235,22.3
300353,7.04
603499,7.81
SRE,0.577
2586,271.0
500040,483.25
9990,630.0
300413,67.12
3305,40.0
CLF,18.06
CLI,2.205
AST,43.4
002973,22.22
CLEBI,170.1
8011,753.0
SALTBTUB.,4.82
TSE,2.44
STRLNG,18.56
1589,4.45
000812,4.16
000697,8.6
AGK,8.17
3591,2242.0
VGI,6.7
1477,213.0
4406,271.0
000421,5.21
002076,1.91
002173,5.91
101060A,1950.0
002893,6.97
600836,4.9
2296,743.0
159902,4.929
002961,22.5
