symbol,tradePrice
00673R,19.16
2301,60.0
300562,17.9
CCL,13.38
8035,45030.0
HUSA,2.26
002470,1.38
300336,3.08
SRP,3.01
GCI,5.45
002916,115.88
178,2.11
AH,0.75
3576,14.05
PIN,24.34
2823,22.75
CHN,33.39
1951,19.0
300452,16.04
002716,2.47
1611,13.2
4282,1160.0
2503,2102.5
002036,10.85
ALIGLO,113.45
603888,19.62
1879,843.0
7236,1805.0
601933,7.44
8032,3600.0
6618,809.0
ETEL,11.57
AMLM,0.52
OIH,0.239
6078,1891.0
6158,4.76
002258,28.01
MMIT,26.705
6196,4515.0
CSR,70.9
3319,32.25
002371,194.6
LIFE,5.85
ALTA,141.0
PSH,36.35
JLG,3.41
020560A,15000.0
232,0.149
002287,24.33
HRI,84.74
000688,9.43
2002,2.06
DXCM,406.78
EVN,18.14
ISEC,408.85
BKT,0.15
000959,4.03
XLV,113.95
3141,3565.0
002413,6.45
253590A,3595.0
1756,2.81
010770A,3585.0
HSTM,23.36
9979,3.03
BLD,201.31
2516,944.0
6230,218.5
TBS,207.75
2378,1274.0
ALCAR,31.75
DOW,5.21
CSGN,13.25
AFG,111.43
000702,5.1
SLP,73.19
FTREIT,11.0
GWX,37.2
EUR,13.15
603556,12.94
CWEB,6.59
1332,512.0
AAGF.F,1.075
SRT,8.07
000809,1.81
002541,47.5
AP,7.72
INRM,14.83
1810,26.85
2778,4.63
143240A,30650.0
VLGEA,22.85
ARCE,36.5
002203,9.13
AVRO,11.09
MIDD,137.13
PSG,2.548
HAL,1064.2
BLA,25.5
601999,5.74
002104,6.27
PROTCT,73.1
WAF,0.81
300464,14.12
DIB,4.76
SLS,7.95
QLGN,3.55
CRN,0.792
TKA,6.37
ENR,43.9
002012,6.29
002346,10.03
2500,72.0
3888,57.4
000519,9.29
CLN,48.2
066670A,4290.0
2212,1869.0
CSBGU0,163.1
NPAUU,16.4
002630,2.07
BA,7.55
PTIN,27.76
002569,8.7
000883,3.61
300561,15.27
002027,10.89
002858,13.68
159955,1.638
104480A,2915.0
1760,6.7
300338,5.91
8016,280.0
053700A,7210.0
1475,1939.0
RIT1,15.21
MNP,3.73
002632,6.42
838,0.74
201872,7.23
300472,9.3
300065,10.87
002447,2.04
MARK,4.26
ILCO,741.8
RDI,0.907
002122,1.88
002364,8.45
268600A,118500.0
1229,42.05
ILC,26.74
1428,2.11
HXT,42.05
2413,25.1
510330,5.425
8083,3.4
001914,18.34
BAT,2.58
603551,12.38
300610,17.06
000876,25.47
9503,1076.5
AQST,5.27
300459,3.89
FUTU,167.19
ALD,12.5
LAT1V,13.8
JOUT,125.21
4696,366.0
BOLSAA,43.21
ATIF,1.45
000676,5.36
DOO,42.5996
KIDO,104.5
3454,963.0
MS,2.318
SW,82.6
002556,9.47
1558,151.5
GCO,30.85
300081,8.39
1312,23.65
603348,24.02
3319,1141.0
002610,2.6
1847,2108.0
002101,6.35
PVL,8.45
1333,2.28
DOL,47.21
PPL,112.55
300252,7.57
300344,4.37
002634,6.41
000797,2.95
KRG,19.01
NKTX,53.89
2764,181.0
SARS.MRG,0.01725
300777,48.41
ACE,16.47
JSMD,66.6595
CIM,11.47
2729,1705.0
1458,19550.0
RM,1.042
159915,2.904
KBC,61.2
CVAL,12.094
KAR,14.87
002234,16.2
2880,18.2
6088,3.01
1057,1.76
PRZMA,5.19
IGR,7.3
OMAB,124.32
TLX,3.91
PHO,48.61
2374,15.55
8541,994.0
3380,11.32
POS,14.96
002117,8.36
MMIT,1.115
GUD,5.22
MCDOWELL-N,546.6
5201,3985.0
300382,8.33
ATA,28.99
GTS,23.94
BOILERM,0.985
SPI,8.36
002649,9.58
RBOD,8.545
ACES,1630.0
IPXJ,50.54
558,1.24
MIDU,52.5
7972,363.0
VEDL,204.55
000622,3.58
600360,6.84
LCII,152.17
300136,34.18
TCL.A,20.23
3025,28.3
3672,438.0
6670,918.0
LATO B,193.4
002479,5.27
BSL,82.2
3032,48.0
002183,4.27
III,4.84
1593,3.06
AMATA,17.4
DOM,3.174
MESTRON,0.24
4755,1157.0
BIG,64.95
002808,7.22
2975,1199.0
ERES,1.591
SF,93.95
IPH,5.93
300273,5.12
HEC,10.9
000768,32.15
159928,5.398
MAN,98.15
V,212.11
4958,1881.0
2206,32.25
BPAN4,13.41
003850A,20450.0
000415,2.28
AFIF,9.7313
002908,13.51
ERF,74.99
3186,1738.0
KEY,20.75
046970A,1530.0
ALVR,38.82
CR,85.87
000558,2.98
ETH,4.73
002263,2.82
GNS,52.4
2337,350.0
130660A,4800.0
AYEN,7.99
MXF,13.37
8282,1476.0
300154,5.33
000910,13.75
300222,8.29
XAR,1.28
1662,2253.0
8186,211.0
APPS,82.0
002593,3.5
CDR,258.2
1499,0.82
GCARSOA1,50.86
RBRP11,95.28
VISTIN,23.5
NVG,16.17
6999,1472.0
QADB,66.55
CYBR,157.51
2408,96.6
1488,2047.0
AMS,1.02
NYT,52.57
1328,4870.0
WGO,71.82
ASL,13.42
1308,21.8
PG,3.11
000711,2.73
002088,15.11
159931,1.869
MUS,12.93
WELL,8.92
FTK,90.4
4008,3940.0
6958,4.16
GLTR,6.64
1256,359.0
ETX,21.68
1628,2.8
300021,4.93
002647,8.62
300173,5.9
002551,5.51
EIDO,23.81
5388,73.1
002933,29.18
SINT,2.12
000630,3.05
2384,2433.0
ALPP,6.09
688311,81.75
600182,14.45
2537,9.21
SCHA,100.03
ARB,35.48
300397,15.86
YAR,427.0
2191,277.0
GRNV,10.21
2027,30.35
8037,1183.0
300276,3.44
S61,2.97
002095,13.42
MIC,30.81
PHM,109.1
9936,2.55
3443,478.5
002617,7.76
PLSE,32.21
3937,3000.0
2834,245.4
HTY,6.02
1098,10.32
LSF,2.15
2B7B,6.409
000039,14.74
235,0.166
GCAP,2.24
BLMN,25.54
FTEK,44.685
CGXF,12.0
140410A,146500.0
HPQ,1.34
300618,96.8
2333,22.25
SQ,256.59
002268,16.95
SG,12.5
1663,1438.0
002315,18.64
CLSN,2.61
6564,4250.0
HLS,18.41
136,12.38
IEM,4.64
002907,11.55
300269,3.76
000875,4.34
002038,9.42
MNDRS,3.88
KTB,43.94
1890,5.42
MX,49.85
LNK,4.73
CPLP,9.76
DOO,91.35
2868,1.29
PLC,27300.0
JHSC,33.7399
KN,21.31
XME,38.37
2737,3945.0
000815,4.99
603713,126.1
5711,2540.0
MENA,4.14
2379,478.0
CASH,0.773
601086,3.9
1711,16.6
OBAB,0.374
BAP,164.08
IGN,66.15
CODI,22.91
BEC,1.57
300363,43.91
RMNI,7.52
BATT,17.434
002718,15.42
002284,5.27
ENRG,119.0
002029,5.37
1297,1.56
016250A,50000.0
8103,37.75
002581,11.21
002674,11.42
510310,2.466
TELA,15.53
3865,509.0
SGP,4.53
JTIASA,0.8
1934,793.0
RFV,84.2194
000835,1.72
159801,1.248
002169,6.67
SMT,48.56
300231,7.84
8346,213.0
NWG,151.0
BTO,6.11
6213,141.5
2282,4655.0
300134,10.06
002511,22.97
STMH,0.9001
096870A,4355.0
159957,1.84
300133,6.57
300559,13.38
1569,1.49
2308,1.38
300116,2.11
1338,65.8
002006,6.78
1942,880.0
000690,6.28
300167,4.18
002344,3.75
002966,7.98
4237,373.0
IAF,112.97
LIT,2.24
002072,4.07
PROG,5.56
AKER,706.5
000576,10.2
2B7D,5.311
MSP,13.8
COST,342.15
EFX,171.87
1914,496.0
600010,1.41
CDM,0.93
1962,1.58
FLT,279.85
MAKTK,4.44
002643,20.14
000906,6.63
,285.75
LGND,141.18
DIVB,35.3872
300085,16.59
001450A,21250.0
1904,31.5
STGT,38.75
000060,5.05
SFY,14.23
SIOE,26.9
KTB,11.8
RPM,81.56
000088,5.74
CWX,7.76
LYSSL,3.76
DOC,17.81
300005,6.95
1316,12.4
002193,5.71
603790,10.31
000408,8.45
C5S,10.584
2322,1.04
2168,1864.0
SGMO,12.33
6197,38.1
BMY,2.75
2170,549.0
ACC,1730.65
QIWI,10.99
002805,14.61
LI,18.625
AT,0.14
AVGYO,3.15
ASHS,37.34
002319,7.98
8160,2462.0
1899,2.13
WORK,42.42
ALVER,0.63
ASL,121.5
6198,343.0
LGEN,2.743
2465,26.0
ALBA,0.00315
PHNX,7.21
1467,18.5
PKO,29.76
2372,1873.0
TG,15.08
2280,1.25
CONCOR,581.35
IMM,0.36
AIR,1.575
2498,28.75
DMP,58.96
KL,44.83
1928,2073.5
002041,18.91
603214,22.54
1611,21.1
DUOT,6.18
ABG,7.98
6859,1811.0
AYI,126.36
CVLY,16.83
3563,288.0
IAG,66.95
002857,11.65
FFA,13.8
160980A,19850.0
002111,16.66
SUBC,87.5
AFLT,111.841
1973,1810.0
BSL,14.85
515860,1.435
INSP,220.5
002524,11.44
600865,7.71
300078,7.58
002987,44.1
MUX,1.19
OYLUM,4.69
EI,136.95
002506,3.59
2385,553.0
GGG,69.23
CARE,302.0
002798,21.79
SBIO,56.3847
2869,8.07
300184,3.84
MGTX,15.52
2359,1510.0
3023,265.0
LIDFA,4.24
1735,3.67
002548,7.77
000949,4.74
NEMAKA,6.15
IVACC,69.1
FDP,28.15
C5E,76.7
BIZIM,14.22
THBR,10.86
002247,1.86
6141,1601.0
BCOM,5.677
000503,7.59
600663,10.62
600581,3.65
998,3.68
1029,0.26
8153,3140.0
1288,2.88
688580,122.0
300190,7.05
WBND,27.36
FLU,30.25
LPG,13.1
COWI,0.0014
3836,1358.0
002126,12.02
ASHR,43.37
RMS,937.8
300176,6.84
1115,0.99
SHB,16000.0
002435,4.35
UEIC,58.85
FC,13.77
001965,6.96
4114,5750.0
002605,25.03
BOO,3.395
EBND,27.33
002267,6.29
BCHN,128.03
002159,11.99
RS,135.54
POUL,3.4
1525,6.16
ACOR,6.14
000068,2.81
300504,15.34
DANGSUGAR,18.2
300583,19.43
1969,1601.0
600297,2.6
JKK,325.29
ASB,9.74
002598,6.19
POLR,6.6
BDT,8.62
6113,1287.0
2006,35.35
002428,11.71
DSY,145.91
BILL,171.95
BV,16.51
2881,50.0
CLIQ,7.4
000609,3.8
SONG,1.155
2484,2850.0
FGR,86.5
000950,5.16
002358,3.56
002052,1.33
300006,6.78
IMM,0.0855
272,1.18
659,8.86
EXL,0.22
SOL,14.34
MIK,14.75
002915,16.85
CEMTS,15.41
IHWL,41.51
1359,1.54
000502,6.24
ALT,2.76
EVK,3.7
300052,8.31
2153,996.0
TP05,3.5775
CYB,27.55
300597,8.98
002065,7.78
002372,19.04
002253,12.69
002697,6.38
8137,1018.0
YDUQ3,31.68
300260,14.25
300155,6.51
SLP,1.145
000848,6.41
2520,36.05
002921,18.51
002708,6.03
300206,18.88
300399,13.15
SAP,43.38
6201,51.8
BKI,1.465
PDM,0.305
000531,8.36
546,1.12
263700A,9150.0
043910A,1330.0
CLP,0.0265
CCC,21.38
PLTM,12.22
603500,12.09
SRP,1.292
PSK,42.59
2326,10210.0
300025,3.68
601218,4.45
002760,17.67
PPH,14.97
SUOE,5.277
LGBS,0.0043
MRL,6.9
EBND,11.23
002154,3.32
ABR,1.74
002962,15.14
002559,5.48
BVS,2.7
300131,7.91
6869,11360.0
6141,33.7
CIA,6.1
VTH,1.01
BFIN,9.65
PHP,1.526
3738,27.5
2760,3720.0
002350,5.29
JEMI,1.48
TIT,0.4148
1720,37.0
2354,70.6
300266,3.16
300233,27.45
1347,49.9
BRN,3.37
RHP,1.72
000548,3.82
2883,8.9
8591,1801.0
TRG,0.246
300636,25.03
1105,1.0
GNTY,31.36
2103,26.7
ULVM,59.3312
3662,1181.0
RET,65.0
00690,31.55
150900A,7900.0
300279,5.06
SHIP,1.29
000973,4.08
ENZ,3.01
2600,3.54
CHN,4.32
300319,7.97
DPW,41.82
002290,5.91
3708,152.0
600422,8.29
VONE.N0000,55.3
TCBI,78.2
EWBC,71.35
2357,5.55
042660A,25650.0
BUDZ,1.05
6598,54.6
2353,26.95
SOI,172.7
QRVO,172.22
000506,2.26
AUTO,2.77
WNC,17.16
002083,4.17
8131,1226.0
AMXL,13.52
TCP,30.58
9919,1132.0
002713,7.17
TRP,0.552
SNT,246.69
002599,3.77
300387,7.36
2971,129400.0
7840,947.0
VAIGLOA,194.45
000718,4.57
1666,5.45
GDX,35.89
OOMA,15.7
RUN,60.33
SGP,11.0
NWL,24.06
300563,25.96
EXR,126.5
PLAT,47.71
1301,100.0
002756,44.55
PIHLIS,10.9
2451,65.4
BLKB,71.81
2402,17.55
TPW,10.28
1997,47.6
IGO,7.13
IVE,95.69
MDC,57.43
3673,45.1
CIR,0.4945
TNK,13.0
XEC,32.705
EXH9,36.295
WASEONG,0.725
002502,2.81
300292,3.42
MGV,91.29
SCHP,253.6
000666,7.42
000997,15.0
GL,96.17
040420A,6120.0
603233,88.91
002157,17.67
TMV,73.15
1457,15.2
002272,4.71
HEI,132.37
FORW,0.72
300094,3.85
1909,5.8
300254,5.73
CLG,18.7
BAB,32.63
DEN,57.25
002701,5.09
EFL,9.23
300044,5.41
2362,29.75
000620,2.15
AVANCE,34.0
SLS,7.25
SF,61.55
000799,141.68
VLUE,96.94
TPE,2.524
1773,105.5
TECH,101.49
KWBT,0.0435
GRID,1.12
002821,267.55
3988,2.76
PGH,3.25
LIFE,4.65
002955,19.31
3491,2539.0
BLX,15.51
PEY,5.94
7412,945.0
300308,48.97
TH,3.71
300048,4.73
000551,7.88
ADM,30.91
002037,6.48
SLGN,38.58
NEU,725.0
4544,3340.0
002745,13.29
002681,5.34
EVT,24.38
1883,1981.0
241,26.9
7182,1020.0
002876,57.92
002558,17.05
BRC,52.73
PTM,4.64
SXLV,33.1875
ABRA,0.49
EXL,20.3
FMF,46.9598
FIV,9.26
CTK,4.93
2393,44.9
SC,2.86
159967,0.667
000782,3.29
SCHN,36.89
FLOW,60.3
1980,2745.0
ANAB,26.7
8056,3095.0
8303,1535.0
CPSH,18.84
SEM,26.3
TIP,125.93
2397,705.0
2CRSI,7.05
CCA,114.81
000061,6.05
300262,3.48
ASM,224.7
3985,886.0
300700,16.4
579,0.071
002918,35.94
002836,8.69
300072,6.55
300607,43.2
000790,4.35
300343,3.13
CLS,245.12
STX,0.305
001696,7.03
IBM,120.71
SMCI,32.64
ACME,0.24
HLDX,48.15
OSK,109.62
8586,2896.0
IPL,44.15
1929,11.2
KLR,7.8
1108,7.68
300290,5.22
CERAMIC B,43.07
002545,8.32
3918,10.6
S92,53.85
SPXS,727.91
1476,446.0
G,40.27
300196,19.65
HEIO,74.45
IBCP,21.1
VINCIT,8.76
002659,4.3
1896,17.36
PRI,15.74
002225,4.33
002320A,44950.0
300197,3.18
2321,152.0
3454,90.0
300178,3.53
ETH,24.93
4719,3575.0
ORA,3.02
2734,583.0
BKLC,73.3793
2897,6.9
002939,11.24
1658,5.85
SRT,398.0
000066,17.16
1795,76.0
4746,52.7
300159,3.09
A50,0.109
KDP,31.79
SPK,19.75
9301,3450.0
093230A,403.0
002512,3.44
COF,122.54
300388,7.97
300622,15.66
CREI,0.93
5989,757.0
MYF,13.78
300487,42.21
FIVE,190.21
2332,24.95
IEL,26.66
002829,37.62
4438,113.0
1618,2.16
SYF,38.48
SUM,12.95
3992,656.0
300866,149.72
MFIN,6.8
KIB,0.198
000800,11.47
EVT,31.5
PEY,11.175
MEL,5.5
PLW,36.25
ADT,2.25
COH,9.7
IRIS,0.37
300396,21.34
002482,2.71
ZIL2,13.94
000411,13.37
000591,6.83
CTM,0.9
COST,0.638
600556,12.4
2347,48.3
IEM,70.0
1113,45.95
2168,18.4
6332,1267.0
HINT,1.53
BML,8.7
CFG,44.45
500408,2696.0
605388,18.3
GETI.B,216.8
ACC,43.39
SPL,2.14
VRT,21.7
ASB,20.31
002903,13.01
1903,52.4
7931,1677.0
6406,2558.0
00861,27.5
BFIT,28.5
BXB,9.97
3050,1087.0
BE,0.347
ALKIM,18.05
SAFE,8.255
688579,12.66
002552,11.79
300246,24.7
002210A,12800.0
SAFE,0.152
002119,9.55
000059,6.15
1191,0.04
IVE,135.74
300550,18.25
1709,14.6
PLUS,18.81
1445,13.6
021650A,4045.0
2438,1032.0
000902,20.85
MHG,212.1
300307,7.8
SOLARA,1370.55
300135,2.6
TW.,1.666
057030A,6550.0
PCT,1.56
CGM,23.2
1970,16.84
002497,19.37
ACES,82.98
4120,1582.0
000970,10.14
002242,30.62
RIV,17.34
HEP,29.31
2356,8.11
002549,6.45
3998,4245.0
182,0.56
2342,38.6
CML,51.52
002968,61.51
002823,10.0
300298,36.74
003780A,3965.0
ENEA,228.0
2101,42.4
THRM,0.445
CDL,50.9801
300406,22.92
1196,6.59
TAUG,0.1254
006208,78.3
NSL,5.46
HSML11,93.85
UMW,2.87
AEL,11.71
EPHE,30.31
002596,5.32
2678,12.04
3050,18.3
SENS,58.3
PHAR,0.21
IBND,37.12
002171,8.1
300454,274.9
215790A,2290.0
CBG,15.73
XSPA,1.95
EFX,8.55
082740A,6670.0
AHC,4.7
MMMW,0.18
IP,38.68
KSL,1.015
EGEEN,1511.0
BOSS,30.94
300311,5.59
000573,2.68
300628,81.14
HEAR,32.0
049830A,8650.0
007460A,1825.0
1839,6.95
300212,26.63
1282,0.315
FLOT,100.62
LMND,129.28
6005,14.15
159807,1.613
007700A,139500.0
002595,27.68
BAT,0.032
JMT,12.93
AST,1.665
19,57.25
159804,1.073
002588,5.87
000409,4.18
NVLG,2.878
300284,5.9
001360A,7540.0
PRO,48.36
PTK,1.19
GPOR,0.083
TOM,389.2
CAT,1.705
1608,2.31
4800,1000.0
11B,570.0
BWG,0.49
2324,21.9
SLF,11.59
603700,24.39
CEL,0.35
PGEN,8.27
WES,50.38
BE,28.3
RAMCOIND,253.5
002627,5.42
2638,7.67
CORE,31.73
TWTR,73.17
ACAD,81.8
IGM,364.7
TRUBB,2.14
SEM,26.83
SOXX,418.66
FIE,7.17
HCC,25.36
MIN,3.79
002060,2.97
300376,7.51
WPP,8.726
5915,2069.0
2303,3150.0
300045,8.94
NHC,67.0
216080A,19700.0
002425,9.15
2121,2708.0
6881,306.0
2692,5230.0
TRN,5.195
BAP,7.13
SAVE,38.34
300588,7.48
BXX,2.0085
STANLY,180.0
ALEC,17.35
115480A,2110.0
HERO,34.12
SRE,0.933
RPD,77.73
6416,121.0
AEL,28.04
FLOT,50.85
510630,5.91
1820,2604.0
7955,506.0
IGD,3.865
JSE,117.01
7821,2927.0
1435,175.0
SCPE,10.42
BJRI,53.32
2330,107.0
CPF,28.75
IMPN,29.94
APAM,47.36
AC,34.52
AIM,2.26
8848,136.0
BTO,35.52
3669,80.6
AX1,2.36
6668,1371.0
002538,6.18
11,149.1
ASB,2.21
EL,13.95
7187,809.0
300418,23.4
CPG,4.99
2929,3080.0
BBPO11,112.85
688298,126.49
PDSB,4.71
000677,2.77
MG,108.17
AEGN,25.88
002542,2.72
STE,173.27
GRA,61.03
002448,5.19
DHY,2.39
1966,3.09
1815,1937.0
HEAL,4050.0
SBCF,36.56
TCH.F63,21.35
AGS,8.04
002334,4.71
002226,7.1
HYG,87.44
NEXT,6.59
000567,8.78
6586,4605.0
600990,45.0
AMS,1789.96
SDS,11.43
AVI,70.94
3665,300.5
002922,12.57
000862,4.14
FFN,6.56
002243,10.0
558,8.2
CBON,23.98
BOVB11,115.34
002124,18.83
2880,0.82
002396,21.2
UTI,6.23
002642,4.21
000520,3.03
002885,11.99
SESL,39.55
SA,23.3
300373,41.88
9904,399.0
EPIA,185.2
6069,6.5
300377,8.72
IGL,1.3
2477,5640.0
300497,12.86
AAZ,1.5
TECN,20.85
1727,3.08
002456,11.06
MX,18.65
000929,6.93
XIC,29.22
VACC,81.3
ACWF,35.68
1216,69.1
AHC,2.19
7337,649.0
2157,571.0
FUSN,11.72
PNC,173.22
IXR,0.05
002046,7.79
SO,140.2
TFG,5.1
AGYS,59.16
285,43.65
3771,1799.0
000650,6.03
000547,20.87
00692,34.07
3814,1069.0
032640A,12050.0
BEST,2.45
3677,1017.0
000635,8.96
RSG,0.665
ARI,288.01
501078,1.887
300042,12.86
002328,4.71
2146,3280.0
SHL,32.86
2352,29.25
1037,0.72
CR,0.99
USD,121.03
1893,782.0
000419,4.35
002578,3.73
KPROJ,0.171
TMV,45.04
002737,13.19
3031,2181.0
002762,4.8
9037,3195.0
WLLW,1.58
300249,6.76
300271,18.89
300392,8.17
UAN,24.39
002221,13.21
000731,4.74
AAV,2.68
SHR,2.94
SCR,28.28
085910A,3860.0
KGHDF,31.12
000909,7.2
O32,1.65
MCS,19.5
000820,1.24
6055,1421.0
ATM,11.13
PHR,65.5
000566,6.27
532483,161.45
300738,37.91
300003,32.05
SMB,18.04
ALG,158.99
PMO,13.2
002347,3.84
300461,23.67
AMC,7.7
300601,154.42
003070A,20250.0
AWX,3.99
300330,8.59
TSG,0.94
6197,1456.0
MTN,71.47
1447,8.7
1835,2631.0
VOD,1.255
000423,38.49
1034,1.53
00739,29.46
002514,3.55
AB,36.19
600869,3.42
XUHC,47.19
IGWD,69.48
DIGIA,7.62
002061,5.35
MTL,1.86
300093,9.23
002812,107.9
ARYN,0.8005
002600,10.56
ZI,53.43
NWG,1.8655
00783,22.33
2395,368.5
VGI,12.02
002457,7.48
002176,6.01
QSC,2.225
603385,11.63
094280A,20000.0
000416,4.53
IAG,1.889
ALL,3.3
XELAU,2.2
DAL,16.78
300471,10.27
RENE,2.27
532960,358.15
1870,845.0
173130A,3990.0
MRIN,13.38
000955,6.51
300541,15.4
8850,2875.0
000813,3.9
012790A,13900.0
002743,7.07
002679,9.94
002623,37.89
002399,19.72
1883,2.56
002888,14.34
688099,97.0
RSI,5.26
002308,4.51
ANGL,26.9
00875,30.9
MXI,86.34
300301,3.88
9939,16.7
000027,5.98
EDF,8.75
300183,14.05
RBCAA,42.78
REC,42.87
AFX,12.8
300165,4.33
000665,3.84
MMS,83.71
SNG,1.68
STAF,0.944
IJJ,97.2
2809,2380.0
00717,16.45
002856,12.42
FR,24.3
603533,37.65
000810,7.55
TOKMAN,18.1
1882,27.9
1907,4.68
6445,785.0
3683,1963.0
ARX,7.9
DNB,168.45
000518,4.24
002868,11.46
000738,21.75
1708,4.59
WSM,128.6
1887,557.0
002890,20.39
PPT,4.74
002468,10.66
6166,811.0
4212,1996.0
SEE,0.101
000582,9.99
TRU,49.81
002003,6.61
002567,8.51
002085,5.88
LH,7.8
BKW,103.2
600780,3.2
FLOT,25.09
4739,3310.0
000767,3.02
EDU,182.56
300164,3.88
MGRC,1.27
BKT,5.494
FCBP,19.96
000735,8.57
BBN,5.37
300227,10.98
4676,1324.0
2866,1.26
000755,3.13
108490A,16550.0
HARP,17.94
HOLX,75.5
ELO,5.22
239610A,41550.0
GHC,620.0
1888,13.22
1508,0.88
EDR,4.9
000729,6.79
600596,12.32
TSCO,165.2
F03,0.93
1972,3000.0
DUNI,99.3
300051,4.55
000969,6.76
1800,3.87
PRN,29.68
ATR,5.16
000559,4.87
FEX,78.5036
MDF,1.126
4967,52.8
002956,30.4
ASIAPLY,0.315
IAT,3.875
MRL,8.635
BIOPOR,6.18
PFD,17.48
AXLA,5.92
2371,3425.0
TGP,0.685
GERM,38.91
2602,3185.0
002832,17.15
ECOM,23.93
1913,45.55
MBK,223.6
000032,23.29
002943,15.57
BMY,60.72
603013,13.32
ACI,8.7
SCIB,4.0
000401,15.55
LCWL,9.9025
SEM,12.02
002982,65.76
FTNT,168.77
AEF,8.98
8125,1.06
6024,38.2
2305,8.89
STORY.B,217.0
1502,5.26
002799,19.78
TAALA,8.3
KRC,63.41
BWX,4.14
195870A,33000.0
TPZ,14.75
002612,31.0
1981,7.2
002855,9.95
JSE,0.77
6592,4790.0
SOL,15.3
000957,6.76
300040,6.45
2788,259.0
MRC,2.545
X,123.85
300127,16.58
IMPC,27.1
8037,1.69
FARO,91.5
002938,43.03
SAR,23.32
000983,5.24
000791,4.2
TIG,17.0
YUM,104.65
G5EN,515.5
ERG,24.88
PWB,69.02
300328,7.81
ALIF B,171.0
H24,17.634
000681,13.76
PPBT,1.727
BATRA,29.39
074610A,3990.0
002008,45.94
POST,98.56
PEN,280.61
3396,11.74
ITIC,630.0
ACHV,12.2
POS,0.074
2331,46.5
6958,427.0
5009,1270.0
300337,5.44
6409,1469.0
FRA,12.88
CCX,4.05
000571,2.24
272110A,12850.0
ROCK B,2166.0
UTDI,37.43
2792,1018.0
COL,15.99
9511,1458.0
RMM,0.0034
242,2.58
ANTE,3.75
000016,6.2
SIG,3.957
FN,44.69
2540,1923.0
300619,18.52
CWIEMMKL,394.7
2930,610.0
300300,4.34
VOLV B,221.5
WARM,0.0313
BEN,11.64
CATY,40.05
1101,42.55
GLO,2.1
002717,3.05
TLG,25.72
RHBBANK,5.3
8544,437.0
2454,921.0
YRCW,6.18
3653,324.5
VCT,21.5
SMT,12.13
RY4C,16.99
300237,2.68
BGH,15.52
002464,2.96
1813,10.22
S,1.7
1407,2834.615384
7494,355.0
2906,15.95
002929,24.02
002407,21.19
MMT,16.44
NTZ,11.5967
CF,46.75
300257,16.08
2001,4.75
000006,5.21
2877,5.64
002433,3.53
API,73.23
SAPPE,24.8
AWC,1.67
300434,7.78
THRG,7.78
000498,5.76
ROBIT,5.14
2370,65.0
002824,15.16
7421,1534.0
1249,11.96
002365,9.6
NAN,14.05
000631,3.42
300489,25.52
MARK,2.96
LEU,25.44
BRG,163.4
REC,11.92
6444,438.0
SHP,139.95
ELD,33.75
000823,9.93
FBU,6.4
DEV,0.268
000995,20.95
7851,270.0
RF,62.9
008930A,62900.0
000966,3.53
603178,8.71
ATS,24.9
002097,8.3
AGT,8.89
1732,26.5
SPI,1.48
159991,0.597
002026,9.76
H,86.42
PURA,108.0
CF,11.7
RM,32.26
MBCN,22.93
094426466,5550.0
3837,2676.0
2511,1003.0
QFBQ,1.769
IP,50.17
300089,5.46
QUS,34.7
000089,8.27
002571,11.09
KDS,5.4
002657,11.68
PPL,27.48
3004,1398.0
ALIMTIAZ,0.111
ZNWD,0.1075
1319,36.4
ESSA,15.66
9513,1739.0
300219,9.09
000627,4.08
